#ligne,Grafie initiale,Lème,Catégorie,Raison,Grafie modifiée
9013,mille,mille,adj.num.inv.,1,mile
9013,mille,mille,n.m.inv.,1,mile
9014,mille,mille,n.m.,1,mile
9015,millefeuille,millefeuille,n.f.,1,milefeuille
9016,millefeuille,millefeuille,n.m.,1,milefeuille
9017,millénaire,millénaire,adj.,1,milénaire
9017,millénaire,millénaire,n.m.,1,milénaire
9018,millénarisme,millénarisme,n.m.,1,milénarisme
9019,millénariste,millénariste,adj.,1,milénariste
9019,millénariste,millénariste,n.,1,milénariste
9020,millénium,millénium,n.m.,1,milénium
9021,millepatte,millepatte,n.m.,1,milepate
9022,millepertuis,millepertuis,n.m.,1,milepertuis
9023,millépore,millépore,n.m.,1,milépore
9024,milleraie,milleraie,n.m.,1,mileraie
9025,millerandage,millerandage,n.m.,1,milerandage
9026,millerandé,millerandé,adj.,1,milerandé
9026,millerandée,millerandé,adj.,1,milerandée
9027,millésime,millésime,n.m.,1,milésime
9028,millésimé,millésimé,adj.,1,milésimé
9028,millésimée,millésimé,adj.,1,milésimée
9029,milliaire,milliaire,adj.,1,miliaire
9030,milliampère,milliampère,n.m.,1,miliampère
9031,milliampèremètre,milliampèremètre,n.m.,1,miliampèremètre
9032,milliard,milliard,n.m.,1,miliard
9033,milliardaire,milliardaire,adj.,1,miliardaire
9033,milliardaire,milliardaire,n.,1,miliardaire
9034,milliardième,milliardième,adj.,1,miliardième
9034,milliardième,milliardième,n.m.,1,miliardième
9035,millibar,millibar,n.m.,1,milibar
9036,millième,millième,adj.,1,milième
9036,millième,millième,n.,1,milième
9037,millier,millier,n.m.,1,milier
9038,milligramme,milligramme,n.m.,1,miligrame
9039,millilitre,millilitre,n.m.,1,mililitre
9040,millimètre,millimètre,n.m.,1,milimètre
9041,millimétré,millimétré,adj.,1,milimétré
9041,millimétrée,millimétré,adj.,1,milimétrée
9042,millimétrique,millimétrique,adj.,1,milimétrique
9043,million,million,n.m.,1,milion
9044,millionième,millionième,adj.,1,milionième
9044,millionième,millionième,n.,1,milionième
9045,millionnaire,millionnaire,adj.,1,milionaire
9045,millionnaire,millionnaire,n.,1,milionaire
9046,millivolt,millivolt,n.m.,1,milivolt
9047,millivoltmètre,millivoltmètre,n.m.,1,milivoltmètre
9048,mimolette,mimolette,n.f.,1,mimolète
9049,minahouet,minahouet,n.m.,3’,minaouet
9050,minéraux,minéral,adj.m.pl.,2,minéraus
9050,minéraux,minéral,n.m.pl.,2,minéraus
9051,minette,minet,n.f.,1,minète
9052,minette,minette,n.f.,1,minète
9053,minicassette,minicassette,n.f.,1,minicassète
9054,minimaux,minimal,adj.m.pl.,2,minimaus
9055,ministérielle,ministériel,adj.f.,1,ministérièle
9056,minnesinger,minnesinger,n.m.,1,minesinger
9057,minoenne,minoen,adj.f.,1,minoène
9058,minutieux,minutieux,adj.m.sg.pl.,2,minutieus
9059,mirabelle,mirabelle,n.f.,1,mirabèle
9060,mirabellier,mirabellier,n.m.,1,mirabélier
9061,miraculeux,miraculeux,adj.m.sg.pl.,2,miraculeus
9062,mirepoix,mirepoix,n.m.sg.pl.,2,mirepois
9062,mirepoix,mirepoix,n.f.sg.pl.,2,mirepois
9063,mirette,mirette,n.f.,1,mirète
9065,misanthrope,misanthrope,n.,3,misantrope
9065,misanthrope,misanthrope,adj.,3,misantrope
9066,misanthropie,misanthropie,n.f.,3,misantropie
9067,misanthropique,misanthropique,adj.,3,misantropique
9068,miscellanées,miscellanées,n.f.pl.,1,miscélanées
9069,miséreux,miséreux,adj.m.sg.pl.,2,miséreus
9069,miséreux,miséreux,n.m.sg.pl.,2,miséreus
9070,miséricordieux,miséricordieux,adj.m.sg.pl.,2,miséricordieus
9071,misogyne,misogyne,adj.,3,misogine
9071,misogyne,misogyne,n.,3,misogine
9072,misogynie,misogynie,n.f.,3,misoginie
9073,missionnaire,missionnaire,n.,1,missionaire
9073,missionnaire,missionnaire,adj.,1,missionaire
9074,missionner,missionner,v.tr.,1,missioner
9075,mistelle,mistelle,n.f.,1,mistèle
9076,mistonne,miston,n.f.,1,mistone
9077,miteux,miteux,adj.m.sg.pl.,2,miteus
9077,miteux,miteux,n.m.sg.pl.,2,miteus
9078,mithridatisation,mithridatisation,n.f.,3,mitridatisation
9079,mithridatiser,mithridatiser,v.tr.,3,mitridatiser
9080,mithridatisme,mithridatisme,n.m.,3,mitridatisme
9081,mitochondrial,mitochondrial,adj.,3,mitocondrial
9081,mitochondriale,mitochondrial,adj.,3,mitocondriale
9081,mitochondriaux,mitochondrial,adj.,2 3,mitocondriaus
9082,mitochondrie,mitochondrie,n.f.,3,mitocondrie
9083,mitonner,mitonner,v.,1,mitoner
9084,mitoyenne,mitoyen,adj.f.,1,mitoyène
9085,mitoyenneté,mitoyenneté,n.f.,1,mitoyèneté
9086,mitraillette,mitraillette,n.f.,1,mitraillète
9087,mitraux,mitral,adj.m.pl.,2,mitraus
9088,mixtionner,mixtionner,v.tr.,1,mixtioner
9089,mnémotechnique,mnémotechnique,adj.,3,mnémotecnique
9090,modaux,modal,adj.m.pl.,2,modaus
9091,moelleux,moelleux,adj.m.sg.pl.,2,moelleus
9092,moellonnage,moellonnage,n.m.,1,moellonage
9093,mœurs,mœurs,n.f.pl.,3’,meurs
9094,mofette,mofette,n.f.,1,mofète
9095,mogette,mogette,n.f.,1,mogète
9096,mohair,mohair,n.m.,3’,moair
9097,moineaux,moineau,n.m.pl.,2,moineaus
9098,moissonnage,moissonnage,n.m.,1,moissonage
9099,moissonner,moissonner,v.tr.,1,moissoner
9100,moissonneur,moissonneur,n.,1,moissoneur
9100,moissonneuse,moissonneur,n.,1,moissoneuse
9101,mojette,mojette,n.f.,1,mojète
9102,molette,moleter,v.tr.,1,molète
9103,molette,molette,n.f.,1,molète
9104,mollah,mollah,n.m.,1 3’,mola
9105,mollarchie,mollarchie,n.f.,1,molarchie
9106,mollard,mollard,n.m.,1,molard
9107,mollarder,mollarder,v.intr.,1,molarder
9108,mollasse,mollasse,adj.,1,molasse
9109,mollasse,mollasse,n.f.,* 1,molasse
9110,mollasserie,mollasserie,n.f.,1,molasserie
9111,mollasson,mollasson,n.,1,molasson
9111,mollassonne,mollasson,n.,1,molassone
9111,mollasson,mollasson,adj.,1,molasson
9111,mollassonne,mollasson,adj.,1,molassone
9112,molle,mol,adj.f.,1,mole
9112,molle,mol,n.f.,1,mole
9113,mollement,mollement,adv.,1,molement
9114,mollesse,mollesse,n.f.,1,molesse
9115,mollet,mollet,n.m.,1,molet
9116,mollet,mollet,adj.,1,molet
9116,mollète,mollet,adj.,1,molète
9117,molletière,molletière,n.f.,1,moletière
9118,molleton,molleton,n.m.,1,moleton
9119,molletonné,molletonné,adj.,1,moletoné
9119,molletonnée,molletonné,adj.,1,moletonée
9120,molletonneux,molletonneux,adj.,1 2,moletoneus
9120,molletonneuse,molletonneux,adj.,1,moletoneuse
9121,mollir,mollir,v.,1,molir
9122,mollo,mollo,adv.,1,molo
9123,molluscum,molluscum,n.m.,1,moluscum
9124,mollusque,mollusque,n.m.,1,molusque
9125,moloch,moloch,n.m.,3’,moloc
9126,molybdate,molybdate,n.m.,3,molibdate
9127,molybdène,molybdène,n.m.,3,molibdène
9128,molybdénite,molybdénite,n.f.,3,molibdénite
9129,molybdique,molybdique,adj.,3,molibdique
9130,molysmologie,molysmologie,n.f.,3,molismologie
9131,monacaux,monacal,adj.m.pl.,2,monacaus
9132,monadelphe,monadelphe,adj.,3,monadelfe
9133,monceaux,monceau,n.m.pl.,2,monceaus
9134,mondiaux,mondial,adj.m.pl.,2,mondiaus
9134,mondiaux,mondial,n.m.pl.,2,mondiaus
9135,mongolienne,mongolien,adj.f.,1,mongoliène
9135,mongolienne,mongolien,n.f.,1,mongoliène
9136,moniaux,monial,adj.m.pl.,2,moniaus
9137,monnaie,monnaie,n.f.,1,monaie
9138,monnayable,monnayable,adj.,1,monayable
9139,monnayage,monnayage,n.m.,1,monayage
9140,monnayer,monnayer,v.tr.,1,monayer
9141,monnayeur,monnayeur,n.m.,1,monayeur
9142,monocaméraux,monocaméral,adj.m.pl.,2,monocaméraus
9143,monocellulaire,monocellulaire,adj.,1,monocélulaire
9144,monochromateur,monochromateur,n.m.,3,monocromateur
9145,monochromatique,monochromatique,adj.,3,monocromatique
9146,monochrome,monochrome,adj.,3,monocrome
9147,monochromie,monochromie,n.f.,3,monocromie
9148,monoclinaux,monoclinal,adj.m.pl.,2,monoclinaus
9148,monoclinaux,monoclinal,n.m.pl.,2,monoclinaus
9149,monoclonaux,monoclonal,adj.m.pl.,2,monoclonaus
9150,monocotylédone,monocotylédone,adj.,3,monocotilédone
9150,monocotylédone,monocotylédone,n.f.,3,monocotilédone
9151,monocristaux,monocristal,n.m.pl.,2,monocristaus
9152,monocristallin,monocristallin,adj.,1,monocristalin
9152,monocristalline,monocristallin,adj.,1,monocristaline
9153,monocycle,monocycle,adj.,3,monocicle
9153,monocycle,monocycle,n.m.,3,monocicle
9154,monocyclique,monocyclique,adj.,3,monociclique
9155,monocylindre,monocylindre,n.m.,3,monocilindre
9156,monocylindrique,monocylindrique,adj.,3,monocilindrique
9157,monocyte,monocyte,n.m.,3,monocite
9158,monœcie,monœcie,n.f.,3,monécie
9159,monogramme,monogramme,n.m.,1,monograme
9160,monogrammiste,monogrammiste,n.,1,monogramiste
9161,monographie,monographie,n.f.,3,monografie
9162,monographique,monographique,adj.,3,monografique
9163,monolithe,monolithe,adj.,3,monolite
9163,monolithe,monolithe,n.m.,3,monolite
9164,monolithique,monolithique,adj.,3,monolitique
9165,monolithisme,monolithisme,n.m.,3,monolitisme
9166,monométallisme,monométallisme,n.m.,1,monométalisme
9167,monométalliste,monométalliste,adj.,1,monométaliste
9167,monométalliste,monométalliste,n.,1,monométaliste
9168,monoparentaux,monoparental,adj.m.pl.,2,monoparentaus
9169,monophasé,monophasé,adj.,3,monofasé
9169,monophasée,monophasé,adj.,3,monofasée
9170,monophonie,monophonie,n.f.,3,monofonie
9171,monophonique,monophonique,adj.,3,monofonique
9172,monophosphate,monophosphate,n.m.,3,monofosfate
9173,monophylétique,monophylétique,adj.,3,monofilétique
9174,monophysisme,monophysisme,n.m.,3,monofisisme
9175,monophysite,monophysite,adj.,3,monofisite
9175,monophysite,monophysite,n.,3,monofisite
9176,monosaccharide,monosaccharide,n.m.,3,monosacaride
9177,monostyle,monostyle,adj.,3,monostile
9178,monosyllabe,monosyllabe,adj.,1 3,monosilabe
9178,monosyllabe,monosyllabe,n.m.,1 3,monosilabe
9179,monosyllabique,monosyllabique,adj.,1 3,monosilabique
9180,monosyllabisme,monosyllabisme,n.m.,1 3,monosilabisme
9181,monothéique,monothéique,adj.,3,monotéique
9182,monothéisme,monothéisme,n.m.,3,monotéisme
9183,monothéiste,monothéiste,n.,3,monotéiste
9183,monothéiste,monothéiste,adj.,3,monotéiste
9184,monotype,monotype,n.m.,3,monotipe
9184,monotype,monotype,n.f.,3,monotipe
9185,monoxyde,monoxyde,n.m.,3,monoxide
9186,monoxyle,monoxyle,adj.,3,monoxile
9187,monozygote,monozygote,adj.,3,monozigote
9188,monstrueux,monstrueux,adj.m.sg.pl.,2,monstrueus
9189,montagnette,montagnette,n.f.,1,montagnète
9190,montagneux,montagneux,adj.m.sg.pl.,2,montagneus
9191,montueux,montueux,adj.m.sg.pl.,2,montueus
9192,monumentaux,monumental,adj.m.pl.,2,monumentaus
9193,moquette,moquette,n.f.,1,moquète
9194,moquetter,moquetter,v.tr.,1,moquéter
9195,moquettiste,moquettiste,n.,1,moquétiste
9196,moraux,moral,adj.m.pl.,2,moraus
9196,moraux,moral,n.m.pl.,2,moraus
9197,morbilleux,morbilleux,adj.m.sg.pl.,2,morbilleus
9198,morceaux,morceau,n.m.pl.,2,morceaus
9199,morcelle,morceler,v.tr.,1,morcèle
9200,morcellement,morcellement,n.m.,1,morcèlement
9201,morelle,moreau,adj.f.sg.,1,morèle
9201,moreaux,moreau,adj.m.pl.,2,moreaus
9202,morelle,morelle,n.f.,1,morèle
9203,morphème,morphème,n.m.,3,morfème
9204,morphine,morphine,n.f.,3,morfine
9205,morphing,morphing,n.m.,3,morfing
9206,morphinique,morphinique,adj.,3,morfinique
9207,morphinisme,morphinisme,n.m.,3,morfinisme
9208,morphinomane,morphinomane,adj.,3,morfinomane
9208,morphinomane,morphinomane,n.,3,morfinomane
9209,morphinomanie,morphinomanie,n.f.,3,morfinomanie
9210,morphisme,morphisme,n.m.,3,morfisme
9211,morphogène,morphogène,adj.,3,morfogène
9211,morphogène,morphogène,n.m.,3,morfogène
9212,morphogenèse,morphogenèse,n.f.,3,morfogenèse
9213,morphologie,morphologie,n.f.,3,morfologie
9214,morphologique,morphologique,adj.,3,morfologique
9215,morphologiquement,morphologiquement,adv.,3,morfologiquement
9216,morphopsychologie,morphopsychologie,n.f.,3,morfopsicologie
9217,morphose,morphose,n.m.,3,morfose
9218,morphosyntaxe,morphosyntaxe,n.f.,3,morfosintaxe
9219,morphosyntaxique,morphosyntaxique,adj.,3,morfosintaxique
9220,mortadelle,mortadelle,n.f.,1,mortadèle
9221,mortelle,mortel,adj.f.,1,mortèle
9222,mortellement,mortellement,adv.,1,mortèlement
9223,morveux,morveux,adj.m.sg.pl.,2,morveus
9223,morveux,morveux,n.m.sg.pl.,2,morveus
9224,mosette,mosette,n.f.,1,mosète
9225,motocycle,motocycle,n.m.,3,motocicle
9226,motocyclette,motocyclette,n.f.,1 3,motociclète
9227,motocyclisme,motocyclisme,n.m.,3,motociclisme
9228,motocycliste,motocycliste,n.,3,motocicliste
9229,motte,motte,n.f.,1,mote
9230,motter (se),motter (se),v.pron.,1,moter (se)
9231,motteux,motteux,n.m.sg.pl.,1 2,moteus
9232,motton,motton,n.m.,1,moton
9233,molle,mou,n.f.,1,mole
9233,molle,mou,adj.f.,1,mole
9234,moucheronner,moucheronner,v.intr.,1,moucheroner
9235,mouchette,moucheter,v.tr.,1,mouchète
9236,mouchette,mouchette,n.f.,1,mouchète
9237,mouette,mouette,n.f.,1,mouète
9238,moufette,moufette,n.f.,1,moufète
9239,mouflette,mouflet,n.f.,1,mouflète
9240,mouillette,mouillette,n.f.,1,mouillète
9241,moulinette,moulinette,n.f.,1,moulinète
9242,mourre,mourre,n.f.,1,moure
9243,mousseux,mousseux,adj.m.sg.pl.,2,mousseus
9243,mousseux,mousseux,n.m.sg.pl.,2,mousseus
9244,moustérienne,moustérien,adj.f.,1,moustériène
9245,moutonnant,moutonnant,adj.,1,moutonant
9245,moutonnante,moutonnant,adj.,1,moutonante
9246,moutonné,moutonné,adj.,1,moutoné
9246,moutonnée,moutonné,adj.,1,moutonée
9247,moutonnement,moutonnement,n.m.,1,moutonement
9248,moutonner,moutonner,v.intr.,1,moutoner
9249,moutonnerie,moutonnerie,n.f.,1,moutonerie
9250,moutonneux,moutonneux,adj.,1 2,moutoneus
9250,moutonneuse,moutonneux,adj.,1,moutoneuse
9251,moutonnier,moutonnier,adj.,1,moutonier
9251,moutonnière,moutonnier,adj.,1,moutonière
9252,moye,moye,n.f.,* 3’,moie
9253,moyenne,moyen,adj.f.,1,moyène
9254,moyenâgeux,moyenâgeux,adj.m.sg.pl.,2,moyenâgeus
9255,moyennant,moyennant,prép.,1,moyénant
9256,moyenne,moyenne,n.f.,1,moyène
9257,moyennement,moyennement,adv.,1,moyènement
9258,moyenner,moyenner,v.tr.,1,moyéner
9259,mozette,mozette,n.f.,1,mozète
9260,mozzarella,mozzarella,n.f.,1,mozzaréla
9261,mucilagineux,mucilagineux,adj.m.sg.pl.,2,mucilagineus
9262,mucolytique,mucolytique,adj.,3,mucolitique
9263,muette,muet,adj.,1,muète
9263,muette,muet,n.,1,muète
9264,muette,muette,n.f.,1,muète
9265,mulette,mulette,n.f.,1,mulète
9266,multicellulaire,multicellulaire,adj.,1,multicélulaire
9267,multiconfessionnel,multiconfessionnel,adj.,1,multiconfessionel
9267,multiconfessionnelle,multiconfessionnel,adj.,1,multiconfessionèle
9268,multiculturelle,multiculturel,adj.f.,1,multiculturèle
9269,multidimensionnel,multidimensionnel,adj.,1,multidimensionel
9269,multidimensionnelle,multidimensionnel,adj.,1,multidimensionèle
9270,multiethnique,multiethnique,adj.,3,multietnique
9271,multifactorielle,multifactoriel,adj.f.,1,multifactorièle
9272,multifonctionnel,multifonctionnel,adj.,1,multifonctionel
9272,multifonctionnelle,multifonctionnel,adj.,1,multifonctionèle
9273,multilatéraux,multilatéral,adj.m.pl.,2,multilatéraus
9274,multimilliardaire,multimilliardaire,adj.,1,multimiliardaire
9274,multimilliardaire,multimilliardaire,n.,1,multimiliardaire
9275,multimillionnaire,multimillionnaire,adj.,1,multimilionaire
9275,multimillionnaire,multimillionnaire,n.,1,multimilionaire
9276,multinationaux,multinational,adj.m.pl.,2,multinationaus
9277,multinomiaux,multinomial,adj.m.pl.,2,multinomiaus
9278,multiprogrammation,multiprogrammation,n.f.,1,multiprogramation
9279,multiraciaux,multiracial,adj.m.pl.,2,multiraciaus
9280,multisalle,multisalle,adj.,1,multisale
9281,multisupport,multisupport,adj.,1,multisuport
9281,multisupport,multisupport,n.m.,1,multisuport
9282,municipaux,municipal,adj.m.pl.,2,municipaus
9283,munitionnaire,munitionnaire,n.m.,1,munitionaire
9284,muphti,muphti,n.m.,* 3’,mufti
9285,muqueux,muqueux,adj.m.sg.pl.,2,muqueus
9286,muraux,mural,adj.m.pl.,2,muraus
9287,murette,murette,n.f.,1,murète
9288,murrhe,murrhe,n.f.,3’,mure
9289,murrhin,murrhin,adj.,3’,murin
9289,murrhine,murrhin,adj.,3’,murine
9290,musculeux,musculeux,adj.m.sg.pl.,2,musculeus
9291,musculosquelettique,musculosquelettique,adj.,1,musculosquelétique
9292,muséaux,muséal,adj.m.pl.,2,muséaus
9293,museaux,museau,n.m.pl.,2,museaus
9294,muselle,museler,v.tr.,1,musèle
9295,musellement,musellement,n.m.,1,musèlement
9296,muséographe,muséographe,n.,3,muséografe
9297,muséographie,muséographie,n.f.,3,muséografie
9298,muséographique,muséographique,adj.,3,muséografique
9300,musette,musette,n.m.,1,musète
9300,musette,musette,n.f.,1,musète
9301,musicaux,musical,adj.m.pl.,2,musicaus
9302,musicienne,musicien,n.f.,1,musiciène
9302,musicienne,musicien,adj.f.,1,musiciène
9303,musicographe,musicographe,n.,3,musicografe
9304,musicographie,musicographie,n.f.,3,musicografie
9305,musicothérapie,musicothérapie,n.f.,3,musicotérapie
9306,musiquette,musiquette,n.f.,1,musiquète
9307,mutationnisme,mutationnisme,n.m.,1,mutationisme
9308,mutationniste,mutationniste,adj.,1,mutationiste
9308,mutationniste,mutationniste,n.,1,mutationiste
9309,mutuelle,mutuel,adj.f.,1,mutuèle
9309,mutuelle,mutuel,n.f.,1,mutuèle
9310,mutuellement,mutuellement,adv.,1,mutuèlement
9311,myalgie,myalgie,n.f.,3,mialgie
9312,myalgique,myalgique,adj.,3,mialgique
9313,myasthénie,myasthénie,n.f.,3,miasténie
9314,myasthénique,myasthénique,adj.,3,miasténique
9315,mycélien,mycélien,adj.,3,micélien
9315,mycélienne,mycélien,adj.,1 3,micéliène
9316,mycélium,mycélium,n.m.,3,micélium
9317,mycénienne,mycénien,adj.f.,1,mycéniène
9318,mycobactérie,mycobactérie,n.f.,3,micobactérie
9319,mycoderme,mycoderme,n.m.,3,micoderme
9320,mycodermique,mycodermique,adj.,3,micodermique
9321,mycologie,mycologie,n.f.,3,micologie
9322,mycologique,mycologique,adj.,3,micologique
9323,mycologue,mycologue,n.,3,micologue
9324,mycoplasme,mycoplasme,n.m.,3,micoplasme
9325,mycorhizal,mycorhizal,adj.,3,micorizal
9325,mycorhizale,mycorhizal,adj.,3,micorizale
9325,mycorhizaux,mycorhizal,adj.,2 3,micorizaus
9326,mycorhize,mycorhize,n.f.,3,micorize
9327,mycose,mycose,n.f.,3,micose
9328,mycosique,mycosique,adj.,3,micosique
9329,mydriase,mydriase,n.f.,3,midriase
9330,mydriatique,mydriatique,adj.,3,midriatique
9331,mye,mye,n.f.,3,mie
9332,myélencéphale,myélencéphale,n.m.,3,miélencéfale
9333,myéline,myéline,n.f.,3,miéline
9334,myélite,myélite,n.f.,3,miélite
9335,myéloblaste,myéloblaste,n.m.,3,miéloblaste
9336,myélocyte,myélocyte,n.m.,3,miélocite
9337,myélogramme,myélogramme,n.m.,1 3,miélograme
9338,myélographie,myélographie,n.f.,3,miélografie
9339,myélome,myélome,n.m.,3,miélome
9340,mygale,mygale,n.f.,3,migale
9341,myiase,myiase,n.f.,3,miiase
9342,myocarde,myocarde,n.m.,3,miocarde
9343,myocardite,myocardite,n.f.,3,miocardite
9344,myofibrille,myofibrille,n.f.,3,miofibrille
9345,myofilament,myofilament,n.m.,3,miofilament
9346,myogramme,myogramme,n.m.,1 3,miograme
9347,myographe,myographe,n.m.,3,miografe
9348,myologie,myologie,n.f.,3,miologie
9349,myologique,myologique,adj.,3,miologique
9350,myome,myome,n.m.,3,miome
9351,myomètre,myomètre,n.m.,3,miomètre
9352,myopathe,myopathe,adj.,3,miopate
9352,myopathe,myopathe,n.,3,miopate
9353,myopathie,myopathie,n.f.,3,miopatie
9354,myope,myope,n.,3,miope
9354,myope,myope,adj.,3,miope
9355,myopie,myopie,n.f.,3,miopie
9356,myopotame,myopotame,n.m.,3,miopotame
9357,myosine,myosine,n.f.,3,miosine
9358,myosis,myosis,n.m.,3,miosis
9359,myosite,myosite,n.f.,3,miosite
9360,myosotis,myosotis,n.m.,3,miosotis
9361,myotatique,myotatique,adj.,3,miotatique
9362,myriade,myriade,n.f.,3,miriade
9363,myriapodes,myriapodes,n.m.pl.,3,miriapodes
9364,myriophylle,myriophylle,n.m.,1 3,miriofile
9365,myrmidon,myrmidon,n.m.,* 3,mirmidon
9366,myrmécophile,myrmécophile,adj.,3,mirmécofile
9366,myrmécophile,myrmécophile,n.,3,mirmécofile
9367,myrobolan,myrobolan,n.m.,3,mirobolan
